sentiment	message
0	Sitting at home on a Saturday night doing absolutely nothing... Guess I ll just watch Greys Anatomy all night. lonerproblems greysanatomy
0	Cardinals try to pick up the pieces against Packers: Embarrassed on Monday night, the Arizona Cardinals are left... http://t.co/ruHfUKuf
2	@JulesHolman Dear one was driving from Newcastle. Sunday? So glad @NorelleFeeehan liked it - it was great to meet you Norelle!
1	@Nessaa456 the 6th chapter talks about malcolm x and I think martin luther king,.he kinda contrasts them
0	5) Don t mention the score:  Do we want revenge? No.  - Wenger ahead of the United game on saturday http://t.co/eJLWnaNa
1	@1DticketsUSA online it said One Direction tix for Paris April 29th 2013 go on sale at 10am, what site can you buy tickets!
1	@jadinexo U going to chalmers tomorrow?
2	Off to Anfield on Sunday for LFC vs Newcastle with @willslater99 excited
2	@premierleague Mr Howard Webb did a fantastic comback in Chelsea match 05 February 2012 - with the help of two magic penalties of course...
1	On the Jersey shore, emotion outweighs cost of rebuilding: BAY HEAD, N.J./BOSTON, Nov 2 (Reuters) - The people of... http://t.co/eaPAgwx2
2	Cowboys will beat the falcons sunday iStamp
1	Check out Sir Terry Leahy article in Saturday s Telegraph Weekend section re why he invested in GCSE Maths resource http://t.co/E9gLzAMC.
0	@KERfortheWIN Plagiarism. Sopa s gonna get you on october 3.
2	Vegas Beat: Ellen reveals that Madonna helped her come out of the closet: Tuesday s episode of Ellen featured th... http://t.co/PwhBvNK1
2	Can t wait to go to the WVU vs. TCU game on Saturday
2	Very much looking forward to Saturday. Afternoon tea and Firework display at the Celtic Manor.
1	@ThomasCritchley hahaaa. well if u wanna take me to brazil i ain t gonn say no. How about viva brazil tho next Friday night? Bit cheaper XxX
1	16:46 Steven Pourier, Jr. (OLC) MADE the 1 shot Free Throw. DaSU leads 8 - 6 in the 1st Half. NAIAMBB
1	Trent Richardson has the Browns out to a 7-0 lead over the Chargers on Sunday.  http://t.co/Kfva5FQh
1	Gerrard: \Every single time they got the ball to their keeper it came in long\. Sunday s long ball stats - Tim Howard (15), Brad Jones (20).
2	Muhammad Ali came into my work tonight to eat...I think that being in the presence of a legend made this Tuesday pretty legit.
2	\I didn t want New York to miss my Madonna show. Get ready for Monday! It s gonna be on WNBC!\ There is a God<333333 Thanks Ellen : 3
1	@AllyTuckerKSR @rbramblet Maybe KSRc needs a wrasslin  recap then. @kysportsradio once mentioned we may have things about The Bachelor
0	Life just isn t the same when there is no Pretty Little Liars on Tuesday nights.
1	(Times Pic) LSU Coach Les Miles said BCS title game has no bearing on Saturday s matchup with Alabama http://t.co/e7qDoIyC LSU
0	\@rwh4vt: We look like UVA. There I said it.\ So sad but so very true.. November 24th is going to be a circus
1	Class early in the mornjng =\ it s bedtime! But do get to see my Sam tomorrow :)
2	Hey @SDuPreeBemis :) Support to the Philippines? Cybercrime Law to be in full effect tomorrow. Our version of SOPA JunktheCybercrimeLaw
0	\@RayWJ: \Despite what you may have heard, I actually do give a shit.\ --Honey Badger, in an interview with Piers Morgan\  @dogorman10
2	I get to see Ces tomorrow!!!!! Best news since the hurricane. He better not forget his flashlight!
1	Can Mike Brown play golf? He may need to hit up the Stanford Women s  team w Ty Willingham after this start, honestly... Lakers
2	njed please join @Sirotiak02 and myself  this Tuesday @ 8:30 PM as we discuss HIB. Special guest moderator @WMS_Counselor glad to have you.
1	Remember the midterm elections? Remember the Wisconsin recall? Just wait for next tuesday.
0	Just been informed my police hat from Saturday has made a home in Chalmers and no doubt has made a home with some skank sob
2	it s either UA or AU for grad school. As much as I love Alabama, I m thinking Auburn may be the better choice for me.
2	Watched a Pride and Prejudice play and then the season finale of the 2nd season of Downton Abbey. Tonight is so British.
1	@bmwgirl_ Devil s in the house of the rising sun. Chicken s in the bread pan picking out dough, granny does your dog bite, \no child, no\
0	i hate how MLK Jr got caught apewalkin at the Selma March (reason why white people call us monkeys)
0	Napoleon Dynamite may be the most awkward person ever
1	I m not sure how Teddy Bridgewater playing in the Orange Bowl will go over in Miami. We may find out.
2	@bursonperson - Spotted: I just saw Elvis, I m beginning to like the temporary 7th floor office. ;) @AOlavarria
2	got to rockdale today and going back to houston tomorrow THANK GOD!
2	@MMFlint you got a sweet shout out at a Jon huntsman jr speech in St. Louis Monday night. Well done!
1	@CardiffCityFC can you pay on the gate on Saturday at Bolton or not?
1	China to open cultural centre in Nepal: Kathmandu, Nov 2 (IANS) China is going to open a cultural cen... http://t.co/tYn4QOmg @yahoonews
1	Why is Jay Cutler good in the 4th qtr and not others? Good question, ESPN. Could be worse, though; he could be Tony Romo.
2	Pacers fans are going to have fun on Saturday...
1	YouTube improves upload process with optional notifications and new tags editor: Google on Thursday announced th... http://t.co/BtCcHo7A
1	Ay up @keithmaxmoz You still want me to get you a pair of tickets for the Sunderland match on 2nd Jan (7.45pm ko)?
2	Congratulations on scoring your first goal for Swansea yesterday. May I say that you look exactly like Jonas Gutierrez ! @ChicoFlores12
1	A lot of work goes into to showing a Movie Under the Stars! Come out tomorrow night at watch Joyful Noise on our... http://t.co/zldSzjI5
2	Thanks to Norton Junior School for Friday s superb Op Anticipate assembly and the fab singing. Katy Perry s Firework had us beaming all day!
0	Contraband was prolly the worst below average movie I ever sat and finished watching in my life
2	@BrodyLogan | That way, the Orange Bowl would always be a part of me. I think it was a wise choice. Shit, is it Thursday yet? Game time!
2	Love my new toy.I mean my IPod touch.5th generation.Does everything but make phone calls and has no GPS ability.I don t need those options.
0	@JonathaMingo In other related news, you know there s no Parks tomorrow?
0	Gold edges down ahead of US jobs data: SINGAPORE (Reuters) - Gold edged lower on Friday, with investors waiting ... http://t.co/hbL19o43
1	Guarantee if I go to maths tomorrow ill spend the whole time talking
2	I will watch Coach Stews Fiesta Bowl speech before the game tomorrow. Just seems right for some reason. I know he is smiling at this team.
1	@Lydia_Style @candyjacobs ahhh girls if I was not going to Dubai on Wed I would take u ladies !! Hope u can come visit me in land of sand x
1	@OnlyOne_Tikeya it s party on nov 11th at da CHALMERS community hall 10$ to get n
0	HOLY SHIT. I just realized that I missed Pretty Little Liars on Tuesday. :/
1	@Lon_Genius my part to the al green joint will be done friday...I ll shoot you an email with the attachment
1	You should come watch \The Devil Inside\ in the movie room on the 1st floor @Miss_Lady94
0	But tonight when I went to see Madonna at the Scottrade when I walked in I started crying because I thought about last Saturday.
0	Are the Canes the biggest losers in the Marlins Park deal? Losing the Orange Bowl = Not good for their program. Bad look at Sun Life.
1	SIKE/APRIL FOOLS/ NEVER say Never but this is the exception ****Turns on Pretty Little Liars
1	Watching CBC news in Vancouver, awaiting the WSOP Circuit event tomorrow. What s on the Canadian network? The US election - what else...? :)
1	This guy is going in the mail tomorrow addressed to the Georgia Athletic Dept. http://t.co/tgMmQtiq
2	...it s Jason and i 3rd year anniversary today & it s my baby makes 3 months today! im the happiest and luckiest lady on earth :)
1	@AubrieMcg  Rob mentioned it in his Sept 24th email to CES members.
1	@VictoriaBiebs So we probably wont hang that long okay? I wanna see you before you leave China. :D Oh are you going tomorrow?
1	Tim Tebow steps out with girlfriend Camilla Belle in Florida (sun-sentinel): Share With Friends:  |  | Top News ... http://t.co/M9Sap8E3
2	Wow, what a weekend: Flying Lotus, Zombie Apocalypse, writing, Patriots, Dog Beach...goodnight everyone. Monday morning, screw you.
1	@pkerns603 one time i sat next to rick santorum and i swear i was polite the whole time
1	[ESPN] SEC lunch links:  Some linkage for you on a Thursday: Alabama will throw some different things ... http://t.co/N8HFRZtk Bulldogs
1	@ProfessorEddyWV The bookstore is packed with students buying warm WVU gear for the game this Saturday!  215section1
1	Tomorrow: LAX->Phoenix->Dallas->Houston. Long day of flying.
1	I just have to remember to go online tomorrow and watch Grey s Anatomy , Scandal , &  Vampire Diaries .
2	We re going to be in the rose parade tomorrow with the other obedience club dogs! Lizzie will be wearing roses! :-)
1	@chriscolfer can you make an appearance at sbl in january i mean i know u live in california but i promise not to fall this time
1	Not 1st time we ve had shocker at Anfield on Halloween.We can all see what needs to be done.Carry on Brendon, you ve got my backing lfc
1	Kirk s Bike Shop: Support the businesses you love and Shop Small this November 24th. http://t.co/SFMNKNi6
2	Chris Bosh may not be easy on the eyes, but he has a freakin beautiful family!
2	BU grads are the 7th most employable in US after Harvard, Yale, Stanford, MIT, Columbia, and Princeton. hopethisistrue http://t.co/yDcczEqP
1	In our busy lives in Dubai could we just spare a moment of silence this Friday morning for the people who still wear crocs.
1	Thought For The Day!!! \My Pain may be the Reasons for Somebody s Laugh....but My Laugh must NEVER be the Reasons for Somebody s Pain!\
1	@thisdog I support Johnson, liked he and Huntsman in the primary. Living in the 1st district made my decision easier mepolitics
2	Also don t forget YourHealthIsYour Wealth 11.14.12 that Wednesday before TheAKAdemyAwards come do Zumba with your @SFA_AKAs
1	@LulJess Tomorrow night \Upstate\ Anderson,SC Models & Bottles plus $100 cash to the sexiest lady in BLACK http://t.co/Vb1r11MO
2	Napoleon dynamite is on and im not going to school tomorrow. fantastic
1	@JustinLueck I ll try to take some more pics tomorrow, I lost mi phone during the service and all I got right now is that pic I sent you
0	An alarm on my phone still goes off every Thursday for a Jon Huntsman For President National Finance Team Call. Probably time to delete it.
1	@JahmeneDouglas please please would you consider singing etta James at my wedding in may? We chose the song coz of you <3
2	Watching Eddie Izzard Circle. Sooooo funny but I think it s bed time. Will make Andy watch it with me tomorrow.
2	Looking forward to a fun weekend in the mountains and enjoying the snow in California.  Have a great Friday. http://t.co/Itxs0ik1
1	\The last thing Dr. King ever said to me before he went down to Memphis:  Harry, we may be integrating into a burning house.\ ~H. Belafonte
0	Me: \Hey mom. Danielle gets her license tomorrow... You know what car she drives. A Range Rover, pretty cool huh?\ Mom: \No. Fuck off Sam.\
0	People s Choice Awards site is sooooo slow, c mon I want to vote
1	This Friday we are mixing Tumblr with Twitter, ah well.
1	@_Cottenballs_  well Geaux Tigers:) and yes it is and then three days after that is.....Nov 6 which means election day! RomneyRyan!
1	BREAKING NEWS...........Man utd have placed Howard Webb on the transfer list after new signing Mark Clattenberg makes dream debut on sunday.
1	@MorbidWhore oh I ll be 19 in February. Where do you live? I live in Florida. :D
1	Ricky Gervais - all that money, all the freedom that money brings. Thought he d spend Sunday Tweeting...
1	Hope you re getting up to meet me at our Women s Health Symposium! 9-3 at the Kentucky Center for African-Am Heritage on 18th & Muhammad Ali
1	My 1st Fantasy team is the hurt boys. Dwyane Wade, Dwight Howard, John Wall & Derrick Rose.
2	Looking fowrard to kaman returning this saturday when Mavs face the Bobcats! MavsNation GOMAVS
0	Homework catch up day and then dinner with the \Big Brother\ before the hurricane. I kinda need school not to happen on Monday
1	Hey, all you SupportLocalTalent folk, tomorrow is the deadline 11:59PM to vote for HMA People s Choice Awards http://t.co/zNvfWP1c HamOnt
0	New header of Lana Del Rey *__* her face is getting blocked though, I may change it later..
0	Hating Breitbart out tomorrow in Wisconsin - Oshkosh, Appleton, Ashwaubenon, and Brookfield. Check it out, guys! conservative
1	London copper up for 3rd day and underpinned by China data - SteelGuru http://t.co/X3ph8f8B
1	@whereisApe who s your PA? New house is 10 mins away. Off to Dubai on Sat - going to the grand prix too (cheers G ma)!
2	\@D1_Prospect: Singing find your love by Drake like the kid in my 4th block class that swears he s good.\ Lmaoooo!!! Leave that boy ALONE!
0	I bet you won t power clean Mettenbergers unconscious body after you sack him Saturday! Roll Tide @vsunseri3
0	Did he really just say \ You think on 3rd & 23 they would play it safe and kick it\. Im Roll Tide all day but that shit was harsh.
2	@Jed_Belaguas yoo.. you gonna be at ECAASU in February? let s go bro! come to Philly, i ll drive up!
1	LA The date is approaching fast Los Angeles!!  Be sure to catch the show in Malibu on November 16 th!! Tickets... http://t.co/olsNdSL9
1	Friday night s concert with White Collar Side Show! http://t.co/UEulX3da
1	Saturday night bout to be live.....2 dollar drinks wizards opener with the homie @Jay2Sneaky
1	@DrewfromJersey @RichCimini could have used him against Hou,  ran ball vs Indy, bad Def against Pats, & he won 1st Miami,  Let it Go lol
0	Madonna is in concert tonight in St. Louis.  All the women are dressing like 80s whores.  Some of them may even go to the concert.
2	Excited for pre-Fashion Night Out drinks at Pipa tomorrow night with the HomePolish designers! First of many... http://t.co/exClqgSM
0	I googled \coffee & its immediate response, mechanisms\ the first page that appeared \September 11 attacks, Wiki\.. I dont see the link here
1	@sutterink Why doesn t FX re-run it on Tuesday instead of competing against election coverage?
1	As a liberal dude, I would have seriously considered voting for Jon Huntsman.  I may be wrong but he seems like a reasonable guy.
2	Aquib Talib for a 4th round pick is larceny. Good move by the Patriots.
1	@swishkhan Kevin Hart is on comedy central right now..is it the show from Sunday?
1	Lakers gonna beat the Clippers tomorrow tho !
0	So heartbreaking that the @NHL is actually gonna cancel the Winter Classic tomorrow, must be brutal trying to divvy up $3.3 BILLION! FUCK!!
2	@LukeBryanOnline you did an amazing job.....Can u fly to Indiana and sing to me for my birthday tomorrow
2	@Warren_Kole@MichaelEaly Do u follow dj @THEJEDEYE1 ? U should, he s great, daily songs.Today was At Last,Etta James.12th time youtube.Wow!
1	I want a Sunday kind of love - Etta James
0	I gave $2200 to the Santorum campaign. Put me in debt. Romney gets my vote anyway  though. 3rd party people just don t get how bad BHO is.
1	No school tomorrow = Tumblr the whole night, till i fall asleep p;
1	@Its_Zac_Andrews The night Matt has a place in Ypsi and we are going to State Saturday
1	@Anfield_Talk been awhile,sat back taking stock,think we missing a \fox in the box\ has anyone else clocked what Jordan Rhodes is doing? 1/2
2	My best friend is trying out for the Rose Parade tomorrow. I wish you the best Shante<3 Good luck! @Forever_Shante
1	A panoramic shot taken Saturday at the Devil s Den Yellow Rock bluff. Mike http://t.co/ya80gHKS
1	@justinbieber im seeing you November 12 aka in the hood, make me your ollg and I ll pay you in chicken nuggets
1	The Bill Michaels Huddle is on the air now Call the show at 855-830-8648 to chime in about the Packers matchup against Arizona on Sunday.
0	Monday Night Raw is on on Monday nights from 7pm-10pm. The 3rd season of Teen Mom 2 is on a new night. Mondays. At 9pm. Oh the dilemma......
1	@C_Murder56 yeah she been there for like 3 years n she gettin stationed back in Georgia in June I think
2	Join us in the AV Dept on Weds Aug 15 at 7pm to watch the free movie,\Joyful Noise\ for all ages,under age 8 needs adult.  stdlav
2	@Espngreeny U guys talk about Eli in the 4th qt Big Ben isn t to shabby either and steelers fans aren t complaining trust me
1	Off to watch el  classico now.... May even rewatch the first 18mins of yesterday MUFC, NUFC too
2	@jemcapeding lets just go protest tomorrow spread to our pirate brothers! We did it with SOPA lets tey it again :)
1	@JohnKincade Christian Ponder & Samantha Steele, not Jenn Brown. Steele was hanging out with Les Miles on Tuesday.
1	China s SSE Composite Index shows the way, up 1.1% on Fri.  The stock market is a leading indicator.
1	Chris Jericho s 9th WWE theme for 30 mins: Break the Walls Down (V5): http://t.co/cQpwLD1j via @youtube
0	got the 2nd season of Downton Abbey from the library...so ashamed about the girly side of me coming out, had to schedule a new tattoo
2	Forget the Ricky Gervais animation show...this is the animation *vid to watch!... http://t.co/sQnBgPpz *May have something to do with us.
2	@Imaginers_of_1D May I have one with Liam please? My name is Bethan :) x Thank you!  X
2	Best attitude for living:   \My Pain may be the Reason for Somebody s Laugh, But My Laugh Must Never Be the... http://t.co/kLcELM2d
1	@zminnis4 I better see you at Jason s on Friday or Saturday
1	@reeceh87 Ha ha what Howard Webb you cheeky bugger. Were saving him for Saturday lol!
1	49ers vs. Cardinals: Vernon Davis and Key Players for Both Teams: The Monday night matchup between the San Franc... http://t.co/eV8OU6Z8
0	One. More. Source. C mon google, just one more PLEAAASSEEEEE
1	Ricky Gervais | Friday Night with Jonathan Ross | 14/11/2003 Part 2 of 2 http://t.co/VQq69pN7 via @youtube
2	camping out on the parade grounds thursday and friday night to make sure our tailgate spot is safe. GEAUX TIGERS
1	Comedy Central kicks off in Singapore in the early hours of Friday. And who better to lead the charge than Mr Stewart http://t.co/VUF2WH7w
1	Tomorrow is 12 October 2012. Five years ago on 12 October 2007 the first Wizards Of Waverly Place episode ever premiered on Disney Channel.
0	Day 1 of SunTran riding = 50%. FAIL. I don t know where 110X picks up in downtown Tucson, but it sure ain t 6th & Congress! Calling a ride.
1	Fuck it I haven t done nothing in like 2 months. Maybe I will see if my mom will watch Aaliyah tomorrow so I can do something
1	I want to have a dance party sat. Come to Atl after the game. Lets do it!  @lutzenkirchen @Glamie20 @scotty_simp @MalloryMorgan_ @jorrell76
0	So it s official Monday is my first day. No more Matt for a long while.. Except on Tuesday s or Wednesdays:)
1	HarryPotter fact: JK Rowling, Harry Potter and actor Daniel Radcliffe all share the same birthday, July 31.
2	Yeay yeay yeay!!! Home opener tomorrow! Let s go @warriors ! AND excited to hang w/ greatest fans in the NBA! See you all there tomorrow!
2	oh and Red Tails for the 1st time.. yeah yeah kinda orta late af.. but it was good!
1	\We may have come on different ships, but we re i the same boat now.\ MLK Jr.
2	Guys, when Liam comes on tomorrow. Please spam him to follow @1Dsexydudes it would make her smile. She deserves it. Please. I m beggin you.
0	Thursday night line uppppp Henny + coke & Chipotle, Vampire Diaries, Greys Anatomy, Scandal!  fuckkkkk with me sonnn
1	@lewk @ianeditz That used to fly over Bolton on Tuesday afternoons. Think it was Tuesday anyway. Must have been a regular delivery run.
0	@Real_Liam_Payne Ive got a Maths exam tomorrow. Can you wish me a luck? No? Okay thanks. I wont pass this exam.4
1	@MasonGinsberg  Trade Gordon to the Mavs for Mayo, Kaman, Jae Crowder & 2014 Mavs 1st rounder. Maybe Cuban will take The Risk!
2	49ers helping the Vernon Davis cause for story on @E60. Profile on him airs tomorrow on ESPN. Good stuff. E60
2	So excited to go to Philly tomorrow wifff the best people everrr @rue_says @c_spenceful @LaurenElyse6 and Roseeee :))) lovethem
1	@2Lexxi4myshirt everything kanye does needs a news crews presence because he s too black to burn from sun rays
2	Foxtel is the best money I have ever spent. Productivity goes down on Tuesday s... Newsroom, Mob Wives, general omg-ness. Love it.
0	If you don t pipe down I m gonna injure Tim Howard so you have to watch Jan Mucha all year !! InsultSomeoneLikeTysonFury
0	@Ray_Esa @Don_Tony Heat didn t start the season like that in their 1st year. LA lost to MAVS with no Dirk! Pathetic!
2	Teen mom 2 on Monday Ahhh can t wait!!! Wish I could watch with @WhitkaeCRAY19 !!! Best line ever \im addicted...I love weed!!\
1	Last game for Jr. High Bearcats/7th grade. On the road at Clarksville, 7th a 5:30, Jr. High at 7
1	Scouted game tickets for Clippers and Celtics on 27th of December with Dayne. getting ahead of ourselves?nahhhh!
1	Hear @scottzolak s exclusive conversation with Tom Brady right now on @985TheSportsHub. Hear the rest on Patriots All Access Friday on WBZ 4
2	Parlay hit, fantasy teams won, Giants sweep, Niners smash. Best week ever, and it s only Monday.
0	Stats are stats, & records can be broke.. but crunch time 4th quarter, Jordan had niggaz SCARED to D up... Bron,KD & Kobe can t say the same
2	ZUMBA FITNESS CLASSES IN ERDINGTON - EVERY WEDNESDAY - ZUMBA IS FOR EVERYONE! Loaded with red-hot dance steps, Lati.. http://t.co/oyRjeEDN
2	Barclays Profit Driven by Investment Banking: LONDON--Barclays PLC (BCS) Wednesday continued to reap the rewards... http://t.co/jBz4Ha55
2	PUMPED! MT @NestaMAZING: Tina Fey & Amy Poehler will host the 70th Golden Globe Awards in Jan &, for once, I may care about an awards show!
0	TV fundraiser 4 Sandy Friday night. During Katrina telethon Kanye said Bush was killing black people...doubt we ll hear opposite about Obama
1	Did you catch this? http://t.co/zR1m2TNP Pretty Little Liars  Marlene King: Toby Isn t a Double Agent \\He s On Team A\\ - Exclusive
2	See you all in the church tomorrow s MIRACLE SERVICE at 7pm, and God will be bless you in Jesus name.  John 3:16... http://t.co/jPlvGD4p
1	Have a say in what we Play!! PICK THE HITS to win Gossip Girl S4 on DVD http://t.co/mCwPN3uI You have until Nov 6th to do the deal.
1	@prabhu84 Wiki says her 3rd marriage\RT @MeTalkTruth:hahaha @ShashiTharoor is trying 2 understand love with his 3rd wife as her 2nd husband\
2	I ain t asking for much, just listen to atleast the 1st 3 songs & give me some feedback>>>DreamTeam (Full Mixtape) http://t.co/OzvJr3jY
0	my iTunes is playing sun is shining by bob marley, my ears can t trick me, it s BLOODY freezing. hat, scarf AND gloves today kids!
2	Can not wait for the 3 season of Mob Wives. TrueBitches January @DritaDavanzo @Carlafacciolo
2	@real_liam_payne Liam please follow me for my birthday on the 3rd! Love ya! c:
1	UNC leads the all-time series against UVA by 58 to 54.  Come November 15th, Fedora and the boys are gonna make it 59.
1	Did you know that Travis Barroquillo is the 4th Indiana native to participate in the NWCA All-Star Classic. He... http://t.co/mlSpL0ay
1	Kianta got the 2nd Golden Globe award for being the dumbest/most to serious boy tonight....First place goes to the guy who jumped on the car
0	Going to sunderland vs villa on saturday.. Dont hold the highest hopes for a good match
0	Matt Flynn May Never Play Quarterback for the Seattle Seahawks - Bleacher Report: Bleacher Report... http://t.co/8HuFaY8L seahawks nfl
1	@BobsieHill Major lols. Where you get that from? Ricky Gervais? :-P may be up for some BFME later x
1	Cardinals and Patriots on the tube! Monday night football special large pizza, dozen wings, large domestic pitcher $25.99!!!
1	Who remembers the song Friday by Rebecca Black
2	Lance just left, dinner with the fam was great. Managed to watch Napoleon Dynamite and The Devil Inside. Long story short: wonderful sunday.
2	Yeaaah tomorrow I can download the mew Pretty Little Liars again!! PPL
2	Be proud of what you do! Monday Morning Motivation: Martin Luther King Jr. http://t.co/CHy9jz07 Inspiration
2	Emile Heskey scores a bicycle kick (2nd goal) for Newcastle Jets v Melbourne Victory!!! http://t.co/O0PP1KaL --- What the ? How the ? Why...
1	Joyful Noise gathers Wednesday nights at 7 PM in the sanctuary. Come and sing with friends!
0	@Amanda_Holden how sad are you that Downton Abbey ends Sunday? :(x
0	@thereisnoBattle 1st using the Pacers...never even practiced with em.
1	Norwich City book signing this Saturday with @edcouzenslake and ex-canary friends, before the Stoke game!   http://t.co/pwtLHkZ6
0	Man just watched the Lakers highlight from yesterday and there going to get destroyed tomorrow
2	Pacers won without Granger to night David West step on in the 4th GoIndiana
2	\John 3:16,the Fab Four,the 50 Yard Line,the 13th floor,9/11,the Dirty Dozen,we re all waiting for the 2nd coming...Numbers\-JMC GreatSong
1	49ersParadise HOP: Alex Smith Named NFC Offensive Player of the Week and More NFC West News [BR]: Thu, 1 Nov 201... http://t.co/Ebff8hs5
2	Can t wait to kick it with these outstanding musicians as well as perform for my New England fans on Saturday... http://t.co/vn7WYrzx
2	@justinbieber i miss Kidrauhl, proud of Justin Bieber. I love you today, tomorrow and always.
1	but Kevin Durant did become the 2nd youngest player in NBA history to reach 10,000 point
2	Tina Fey & Amy Poehler are hosting the Golden Globes in January. Best news today!
2	My idol is tuning 15 on Monday! She s growing up so fast!! I remember when she was that girl on Wizards of Waverly Place @bellathorne
0	Willis McGahee had a pretty gruesome knee injury in the Fiesta Bowl... Bills still drafted him late in 1st round.
0	I have to go out drinking on a Wednesday so i cant watch the Bachelor until the next day firstworldpains brockuproblems
2	@Ratchet_Fuji  FightForMatt I think that I want to make it spread so that you may not be inconvenienced. I wish  Matt becomes fine.
0	Can t believe Parks isn t on tomorrow because of the Voice. Newsflash NBC: New Yorkers actually don t care that they missed the Voice.
0	@Ethan_Hammer may have been distracted by FIFA and El Classico, back to the summary for myself! You finished?
1	@RobertBnjmnSays hi there! Tom in Radnor and sat Mutt Strut, the pump chip. Not sure on the bacon.  I just threw out bc of the storm.
1	Free dress day tomorrow, well lsu or Alabama shirt with jeans
1	Up at 6 today - DJing till 4 o clock tomorrow morning, up at 8am for a magazine shoot then straight up to Liverpool for the MOBOs - zzzzzzzz
2	Excited for Super Sunday coming up? Milan Derby, El Clasico, Newcastle-Man Utd, Marseille PSG? Should be epic. Keep it locked here 4 updates
1	(Times Pic) LSU Coach Les Miles says he may let Jordan Jefferson talk to the team http://t.co/iqLJx5Ay LSU
0	I don t think Dwight Howard is gonna last in LA. He s already frustrated and it s 2nd game... Uh oh
0	The Philippines has just passed a law worse than SOPA. http://t.co/GQdlCRvb
1	To start 2nd quarter action, Lamar Odom checks in for the first time.
1	@tokyo_sexwhale @jayirichardson LeBlanc was nominated for an Emmy and won a Golden Globe, so that may have something to do with it.
2	it s officially November 2 here in the Philippines.. so.. umm.. HAPPY BIRTHDAY Kendall! i love you! @HeffronDrive @bigtimerush
2	Well, the sun is finally coming up, so it s time to slap some bacon on a biscuit and get to work.  burningdaylight  Laters, Patriots!
2	Highlight of that game was the bottom of the 10th. Some guy chillin with a John 3:16 sign behind home. Sup bro.
2	Watching \Contraband\ for the 3rd time, Mark Wahlberg is the man!
1	Hint 2:  @closethedoor raced in the first SSCX race in New England.  He was, of course, 5th/6.
1	Bills  Williams says Texans forced his hand: As Mario Williams prepares to face his former team for the first time Sunday, the highly...
0	@MariahRoseFaith it won t work for me because iPod but whatever I m honestly way too tired to care I ll find it on tumblr tomorrow
0	@OldMaryJade you might not wanna come to anatomy tomorrow, we have a test lol
0	So KG gets a fouls called for not touching Chalmers ..... incredible that boi better be the 1st victim of many more fines to come stopit
2	Seriously the boys worked so hard on de album &there s a leak again? I m gonna wait since the album preview on itunes on monday.worth d wait
2	Cannot wait to smash dinner tonight and eat my feelings...and then box all of it off tomorrow Muhammad Ali style.
0	SOPA Is Back!  As a Ransomware Virus: \After historic Internet protests in January the SOPA anti-piracy... http://t.co/05si8Pc2 infosec
2	I m having White Collar withdrawal. I can t wait till it comes back in January.
2	@BWade133 @deshotel22 I m guessing the night of the 16th is gonna work the best. Invited you and Nick on FB.
1	Filmclub back Monday with \Source Code\, a sci-fi techno-thriller with Jake Gyllenhaal, directed by David Bowie s son! http://t.co/a5OMXi9m
1	Going to some like it hot in newcastle on Saturday for a dance off @chelsfergo
2	At tomorrow s Heritage Convocation we will celebrate the last 125 years of SC history. Come to Culbertson at 10 am! http://t.co/Fp4hGcMF
2	\@TheEllenShow: I didn t want New York to miss my Madonna show. Get ready for Monday! It s gonna be on WNBC!\ Aw how nice
1	LBJ out with cramps. Steps on Chalmers. C s ball. Offensive foul. 100-89, Heat ball. 7:57 left in the 4th.
1	@Jordan_Taylored I mean the Heat still made it to the championship there 1st year....
1	I m talking all types of shit now....cause the Celtics may be 0-1 but the Lakers 0-2 LMAOOOOOOOOO!!!!!!!!!
1	@trey4tide she said she would but she has to be in miss America pagent in december
2	I m going to KFC tomorrow so ANDY (the guy/boy idk what age he was) better be there because he s like my runaway love
1	@iTz_Sledge Michael wants to the DC game tomorrow
1	New Plymouth s run at state ended by West Side high tonight, 21-13. Marsing hosts Salmon tomorrow in 2A q-finals.
1	@jppalmCBS Georgia in the Sugar Bowl?  What game were you watching Saturday night?
2	\@joshuaarodgers: We say we have problems but putting life in to perspective we have such fortunate lives\ you may be Martin Luther King.
2	@krisolsen have a big show on in Melb tonight then back in Singapore on Sunday for a month!!
1	Giving away a trip to Dallas to see Steelers vs. Cowboys on the @961kiss Facebook page, enter before TOMORROW at Noon https://t.co/CRo9LkCb
1	Don,t Miss it International Stuttering Awareness Day: 22 October was designated International... http://t.co/0o8yY6jD Check out New Post
0	I might just die if I hear one more person say that Halloween is the Devil s birthday. That s crazy!!!! I was born on May 19th.
2	@Nikki2987 Saturday morning movies at the theatre! Tom & Jerry, The Jungle Book! Loved that I always got to bring a friend! PositiveThurs
0	@CoL_70 Yep, Mavs started 0-4 before racking up 67 wins in 06-07. Of course they also flamed out in the 1st round against Golden State.
1	@AdeleCFC still be in bolton i think :) you free sunday then? X
2	In bed in Plymouth hotel for the last night of holidays - home tomorrow. Had fun meeting @TomDaley1994 and @toniacouch but time for home :(
1	SO noone told me about Slingbox? I could ve been watched Sons Of Anarchy AND the Niners game on Monday!
0	@PauDusi I was supposed to go to the 30 Rock on Monday so I could buy some NBC stuff, but my brothers were tired and we had to go home :(
1	@LFC is there a fanpic being taken at Anfield for the game on Sunday?
2	@justinbieber the 1st day I ever watched a Kidrauhl videoThe one of u singing in the mirror Believe I thought u were adorable&u still r (;
